file_id,transcripcion,emocion_target,valencia,activacion,target_stress,path_video,path_audio,duration,session,escenario,split
MSP-IMPROV-S04N-F02-T-FM01,The floor was completely covered.,N,2.517241,3.482759,1,./data/RAW/MSP-Improv/Video/session2/S04N/T/MSP-IMPROV-S04N-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S04N/T/MSP-IMPROV-S04N-F02-T-FM01.wav,1.8852166666666668,session2,T,train
MSP-IMPROV-S13H-M06-T-MF01,She told me what you did.,H,4.0,3.208333,0,./data/RAW/MSP-Improv/Video/session6/S13H/T/MSP-IMPROV-S13H-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S13H/T/MSP-IMPROV-S13H-M06-T-MF01.wav,1.55155,session6,T,dev
MSP-IMPROV-S06S-F06-T-FM01,It has all been scheduled since Wednesday.,S,2.40625,3.8125,1,./data/RAW/MSP-Improv/Video/session6/S06S/T/MSP-IMPROV-S06S-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S06S/T/MSP-IMPROV-S06S-F06-T-FM01.wav,2.7527500000000003,session6,T,dev
MSP-IMPROV-S04N-F05-T-FM01,The floor was completely covered.,N,2.95,3.3,0,./data/RAW/MSP-Improv/Video/session5/S04N/T/MSP-IMPROV-S04N-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S04N/T/MSP-IMPROV-S04N-F05-T-FM01.wav,2.55255,session5,T,train
MSP-IMPROV-S04H-F03-T-FM01,The floor was completely covered.,H,2.806452,2.709677,0,./data/RAW/MSP-Improv/Video/session3/S04H/T/MSP-IMPROV-S04H-F03-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session3/S04H/T/MSP-IMPROV-S04H-F03-T-FM01.wav,2.95295,session3,T,train
MSP-IMPROV-S05A-M06-T-MF01,They're just going to go ahead regardless.,A,2.310345,3.37931,0,./data/RAW/MSP-Improv/Video/session6/S05A/T/MSP-IMPROV-S05A-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S05A/T/MSP-IMPROV-S05A-M06-T-MF01.wav,3.6870166666666666,session6,T,dev
MSP-IMPROV-S06S-F04-T-FM01,It's all been scheduled since Wednesday.,S,1.846154,4.0,1,./data/RAW/MSP-Improv/Video/session4/S06S/T/MSP-IMPROV-S06S-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S06S/T/MSP-IMPROV-S06S-F04-T-FM01.wav,2.118783333333333,session4,T,dev
MSP-IMPROV-S14H-F05-T-FM01,Your grandmother is on the phone.,H,4.5,2.807692,0,./data/RAW/MSP-Improv/Video/session5/S14H/T/MSP-IMPROV-S14H-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S14H/T/MSP-IMPROV-S14H-F05-T-FM01.wav,2.3857166666666667,session5,T,train
MSP-IMPROV-S08A-M01-T-MF01,A preliminary study shows rats to be more inquisitive than once thought.,A,1.964286,2.821429,0,./data/RAW/MSP-Improv/Video/session1/S08A/T/MSP-IMPROV-S08A-M01-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session1/S08A/T/MSP-IMPROV-S08A-M01-T-MF01.wav,5.088416666666666,session1,T,train
MSP-IMPROV-S13A-M06-T-MF01,She told me what you did .,A,1.814815,2.62963,0,./data/RAW/MSP-Improv/Video/session6/S13A/T/MSP-IMPROV-S13A-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S13A/T/MSP-IMPROV-S13A-M06-T-MF01.wav,3.2866166666666667,session6,T,dev
MSP-IMPROV-S12H-M05-T-MF01,Your dog is insane.,H,3.878788,2.424242,0,./data/RAW/MSP-Improv/Video/session5/S12H/T/MSP-IMPROV-S12H-M05-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session5/S12H/T/MSP-IMPROV-S12H-M05-T-MF01.wav,1.7183833333333334,session5,T,train
MSP-IMPROV-S01A-M02-T-MF01,How can I not.,A,2.16,3.08,0,./data/RAW/MSP-Improv/Video/session2/S01A/T/MSP-IMPROV-S01A-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S01A/T/MSP-IMPROV-S01A-M02-T-MF01.wav,2.05205,session2,T,train
MSP-IMPROV-S06N-F01-T-FM01,It's just all been scheduled since Wednesday.,N,2.709677,4.032258,0,./data/RAW/MSP-Improv/Video/session1/S06N/T/MSP-IMPROV-S06N-F01-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session1/S06N/T/MSP-IMPROV-S06N-F01-T-FM01.wav,2.05205,session1,T,train
MSP-IMPROV-S12A-M04-T-MF01,Your dog is insane.,A,2.115385,2.692308,0,./data/RAW/MSP-Improv/Video/session4/S12A/T/MSP-IMPROV-S12A-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S12A/T/MSP-IMPROV-S12A-M04-T-MF01.wav,2.1855166666666666,session4,T,dev
MSP-IMPROV-S14N-F04-T-FM01,Your grandmother's on the phone.,N,3.125,3.75,0,./data/RAW/MSP-Improv/Video/session4/S14N/T/MSP-IMPROV-S14N-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S14N/T/MSP-IMPROV-S14N-F04-T-FM01.wav,2.6359666666666666,session4,T,dev
MSP-IMPROV-S01H-F05-T-FM01,How can I not .,H,4.285714,2.607143,0,./data/RAW/MSP-Improv/Video/session5/S01H/T/MSP-IMPROV-S01H-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S01H/T/MSP-IMPROV-S01H-F05-T-FM01.wav,2.318983333333333,session5,T,train
MSP-IMPROV-S11A-F02-T-FM01,It's raining outside.,A,2.692308,3.5,1,./data/RAW/MSP-Improv/Video/session2/S11A/T/MSP-IMPROV-S11A-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S11A/T/MSP-IMPROV-S11A-F02-T-FM01.wav,2.769433333333333,session2,T,train
MSP-IMPROV-S08S-M05-T-MF01,A preliminary study shows rats to be more inquisitive than one slot.,S,3.0,3.833333,0,./data/RAW/MSP-Improv/Video/session5/S08S/T/MSP-IMPROV-S08S-M05-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session5/S08S/T/MSP-IMPROV-S08S-M05-T-MF01.wav,4.020683333333333,session5,T,train
MSP-IMPROV-S15H-M05-T-MF01,Only I joined her in the ceremony.,H,3.647059,3.117647,0,./data/RAW/MSP-Improv/Video/session5/S15H/T/MSP-IMPROV-S15H-M05-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session5/S15H/T/MSP-IMPROV-S15H-M05-T-MF01.wav,2.0854166666666667,session5,T,train
MSP-IMPROV-S05S-F05-T-FM01,They are just going to go ahead regardless.,S,2.166667,3.5,1,./data/RAW/MSP-Improv/Video/session5/S05S/T/MSP-IMPROV-S05S-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S05S/T/MSP-IMPROV-S05S-F05-T-FM01.wav,4.788116666666666,session5,T,train
MSP-IMPROV-S04H-M06-T-MF01,The floor was completely covered.,H,4.0,4.2,0,./data/RAW/MSP-Improv/Video/session6/S04H/T/MSP-IMPROV-S04H-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S04H/T/MSP-IMPROV-S04H-M06-T-MF01.wav,2.65265,session6,T,dev
MSP-IMPROV-S13N-F05-T-FM01,Yeah. She told me what you did.,N,3.068966,3.448276,0,./data/RAW/MSP-Improv/Video/session5/S13N/T/MSP-IMPROV-S13N-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S13N/T/MSP-IMPROV-S13N-F05-T-FM01.wav,2.3857166666666667,session5,T,train
MSP-IMPROV-S15A-M06-T-MF01,Only I joined her in the ceremony.,A,2.72,3.28,0,./data/RAW/MSP-Improv/Video/session6/S15A/T/MSP-IMPROV-S15A-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S15A/T/MSP-IMPROV-S15A-M06-T-MF01.wav,4.7547500000000005,session6,T,dev
MSP-IMPROV-S06A-F03-T-FM01,It has all been scheduled since Wednesday.,A,1.541667,2.75,0,./data/RAW/MSP-Improv/Video/session3/S06A/T/MSP-IMPROV-S06A-F03-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session3/S06A/T/MSP-IMPROV-S06A-F03-T-FM01.wav,3.55355,session3,T,train
MSP-IMPROV-S04S-F05-T-FM01,And the floor was completely covered.,S,1.777778,3.222222,0,./data/RAW/MSP-Improv/Video/session5/S04S/T/MSP-IMPROV-S04S-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S04S/T/MSP-IMPROV-S04S-F05-T-FM01.wav,5.889216666666667,session5,T,train
MSP-IMPROV-S08N-M05-T-MF01,A preliminary study shows rats to be more inquisitive than once thought.,N,3.0,3.545455,0,./data/RAW/MSP-Improv/Video/session5/S08N/T/MSP-IMPROV-S08N-M05-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session5/S08N/T/MSP-IMPROV-S08N-M05-T-MF01.wav,3.0864166666666666,session5,T,train
MSP-IMPROV-S14H-M04-T-MF01,Your grandmother is on the phone.,H,4.380952,2.904762,0,./data/RAW/MSP-Improv/Video/session4/S14H/T/MSP-IMPROV-S14H-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S14H/T/MSP-IMPROV-S14H-M04-T-MF01.wav,2.419083333333333,session4,T,dev
MSP-IMPROV-S10H-F02-T-FM01,I don't know how she could miss this opportunity .,H,4.0,3.193548,0,./data/RAW/MSP-Improv/Video/session2/S10H/T/MSP-IMPROV-S10H-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S10H/T/MSP-IMPROV-S10H-F02-T-FM01.wav,3.937266666666667,session2,T,train
MSP-IMPROV-S13H-F05-T-FM01,She told me what you did.,H,4.041667,2.458333,0,./data/RAW/MSP-Improv/Video/session5/S13H/T/MSP-IMPROV-S13H-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S13H/T/MSP-IMPROV-S13H-F05-T-FM01.wav,1.7183833333333334,session5,T,train
MSP-IMPROV-S01N-M05-T-MF01,How can I not?,N,3.129032,3.419355,0,./data/RAW/MSP-Improv/Video/session5/S01N/T/MSP-IMPROV-S01N-M05-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session5/S01N/T/MSP-IMPROV-S01N-M05-T-MF01.wav,1.65165,session5,T,train
MSP-IMPROV-S02N-F01-T-FM01,I'm quite sure that we will find some way or another.,N,2.677419,4.032258,1,./data/RAW/MSP-Improv/Video/session1/S02N/T/MSP-IMPROV-S02N-F01-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session1/S02N/T/MSP-IMPROV-S02N-F01-T-FM01.wav,3.720383333333333,session1,T,train
MSP-IMPROV-S11A-M06-T-MF01,It is raining outside.,A,2.848485,2.272727,0,./data/RAW/MSP-Improv/Video/session6/S11A/T/MSP-IMPROV-S11A-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S11A/T/MSP-IMPROV-S11A-M06-T-MF01.wav,2.1855166666666666,session6,T,dev
MSP-IMPROV-S02N-F03-T-FM01,I'm quite sure that we will find some way or another.,N,2.84,3.4,0,./data/RAW/MSP-Improv/Video/session3/S02N/T/MSP-IMPROV-S02N-F03-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session3/S02N/T/MSP-IMPROV-S02N-F03-T-FM01.wav,3.9205833333333335,session3,T,train
MSP-IMPROV-S02H-F02-T-FM01,I'm quite sure that we'll find some way or another.,H,3.958333,3.791667,0,./data/RAW/MSP-Improv/Video/session2/S02H/T/MSP-IMPROV-S02H-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S02H/T/MSP-IMPROV-S02H-F02-T-FM01.wav,3.069733333333333,session2,T,train
MSP-IMPROV-S15S-F02-T-FM01,Only I joined her in the ceremony.,S,1.846154,3.423077,1,./data/RAW/MSP-Improv/Video/session2/S15S/T/MSP-IMPROV-S15S-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S15S/T/MSP-IMPROV-S15S-F02-T-FM01.wav,4.2042,session2,T,train
MSP-IMPROV-S08N-M02-T-MF01,A preliminary study shows rats to be more inquisitive than once thought .,N,3.030303,4.0,0,./data/RAW/MSP-Improv/Video/session2/S08N/T/MSP-IMPROV-S08N-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S08N/T/MSP-IMPROV-S08N-M02-T-MF01.wav,4.337666666666666,session2,T,train
MSP-IMPROV-S15H-F04-T-FM01,"The only, I joined her in the ceremony .",H,3.653846,3.807692,0,./data/RAW/MSP-Improv/Video/session4/S15H/T/MSP-IMPROV-S15H-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S15H/T/MSP-IMPROV-S15H-F04-T-FM01.wav,3.2032000000000003,session4,T,dev
MSP-IMPROV-S07A-F04-T-FM01,I'm going shopping .,A,2.363636,3.575758,1,./data/RAW/MSP-Improv/Video/session4/S07A/T/MSP-IMPROV-S07A-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S07A/T/MSP-IMPROV-S07A-F04-T-FM01.wav,2.318983333333333,session4,T,dev
MSP-IMPROV-S01S-F02-T-FM01,How can I not.,S,2.0,3.060606,0,./data/RAW/MSP-Improv/Video/session2/S01S/T/MSP-IMPROV-S01S-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S01S/T/MSP-IMPROV-S01S-F02-T-FM01.wav,2.15215,session2,T,train
MSP-IMPROV-S04H-M03-T-MF01,The floor is completely covered. .,H,3.575758,3.818182,0,./data/RAW/MSP-Improv/Video/session3/S04H/T/MSP-IMPROV-S04H-M03-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session3/S04H/T/MSP-IMPROV-S04H-M03-T-MF01.wav,2.9863166666666667,session3,T,train
MSP-IMPROV-S14N-F06-T-FM01,your grandmother's on the phone.,N,3.185185,3.962963,0,./data/RAW/MSP-Improv/Video/session6/S14N/T/MSP-IMPROV-S14N-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S14N/T/MSP-IMPROV-S14N-F06-T-FM01.wav,1.65165,session6,T,dev
MSP-IMPROV-S10S-F06-T-FM01,I don't know how she could miss this opportunity.,S,1.941176,3.441176,1,./data/RAW/MSP-Improv/Video/session6/S10S/T/MSP-IMPROV-S10S-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S10S/T/MSP-IMPROV-S10S-F06-T-FM01.wav,3.0530500000000003,session6,T,dev
MSP-IMPROV-S12H-M06-T-MF01,Your dog is insane. .,H,3.83871,2.903226,0,./data/RAW/MSP-Improv/Video/session6/S12H/T/MSP-IMPROV-S12H-M06-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session6/S12H/T/MSP-IMPROV-S12H-M06-T-MF01.wav,3.4200833333333334,session6,T,dev
MSP-IMPROV-S07S-M02-T-MF01,I am going shopping.,S,2.74359,3.871795,0,./data/RAW/MSP-Improv/Video/session2/S07S/T/MSP-IMPROV-S07S-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S07S/T/MSP-IMPROV-S07S-M02-T-MF01.wav,2.8194833333333333,session2,T,train
MSP-IMPROV-S04S-F04-T-FM01,The floor was completely covered.,S,1.870968,3.709677,1,./data/RAW/MSP-Improv/Video/session4/S04S/T/MSP-IMPROV-S04S-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S04S/T/MSP-IMPROV-S04S-F04-T-FM01.wav,3.6870166666666666,session4,T,dev
MSP-IMPROV-S15N-F06-T-FM01,Only I joined her in the ceremony.,N,3.085714,3.628571,0,./data/RAW/MSP-Improv/Video/session6/S15N/T/MSP-IMPROV-S15N-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S15N/T/MSP-IMPROV-S15N-F06-T-FM01.wav,2.45245,session6,T,dev
MSP-IMPROV-S14H-M05-T-MF01,Your grandmother's on the phone.,H,4.37931,2.862069,0,./data/RAW/MSP-Improv/Video/session5/S14H/T/MSP-IMPROV-S14H-M05-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session5/S14H/T/MSP-IMPROV-S14H-M05-T-MF01.wav,2.118783333333333,session5,T,train
MSP-IMPROV-S01N-M02-T-MF01,How can I not.,N,2.851852,4.0,0,./data/RAW/MSP-Improv/Video/session2/S01N/T/MSP-IMPROV-S01N-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S01N/T/MSP-IMPROV-S01N-M02-T-MF01.wav,2.55255,session2,T,train
MSP-IMPROV-S09H-M01-T-MF01,... That's it. The meeting is finished.,H,3.944444,2.833333,0,./data/RAW/MSP-Improv/Video/session1/S09H/T/MSP-IMPROV-S09H-M01-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session1/S09H/T/MSP-IMPROV-S09H-M01-T-MF01.wav,1.55155,session1,T,train
MSP-IMPROV-S09N-M03-T-MF01,That's it. The meeting is finished.,N,2.733333,3.933333,0,./data/RAW/MSP-Improv/Video/session3/S09N/T/MSP-IMPROV-S09N-M03-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session3/S09N/T/MSP-IMPROV-S09N-M03-T-MF01.wav,2.0687333333333333,session3,T,train
MSP-IMPROV-S12A-F04-T-FM01,Your dog is insane. .,A,2.030303,3.0,0,./data/RAW/MSP-Improv/Video/session4/S12A/T/MSP-IMPROV-S12A-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S12A/T/MSP-IMPROV-S12A-F04-T-FM01.wav,2.769433333333333,session4,T,dev
MSP-IMPROV-S05A-M02-T-MF01,They are just going to go ahead regardless.,A,2.346154,3.5,1,./data/RAW/MSP-Improv/Video/session2/S05A/T/MSP-IMPROV-S05A-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S05A/T/MSP-IMPROV-S05A-M02-T-MF01.wav,2.7527500000000003,session2,T,train
MSP-IMPROV-S14N-M04-T-MF01,Your grandmother was on the phone.,N,2.952381,3.285714,0,./data/RAW/MSP-Improv/Video/session4/S14N/T/MSP-IMPROV-S14N-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S14N/T/MSP-IMPROV-S14N-M04-T-MF01.wav,2.3857166666666667,session4,T,dev
MSP-IMPROV-S11H-M02-T-MF01,It is raining outside.,H,4.24,3.0,0,./data/RAW/MSP-Improv/Video/session2/S11H/T/MSP-IMPROV-S11H-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S11H/T/MSP-IMPROV-S11H-M02-T-MF01.wav,2.135466666666667,session2,T,train
MSP-IMPROV-S14S-M04-T-MF01,Your grandmother was on the phone .,S,2.357143,3.428571,1,./data/RAW/MSP-Improv/Video/session4/S14S/T/MSP-IMPROV-S14S-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S14S/T/MSP-IMPROV-S14S-M04-T-MF01.wav,2.95295,session4,T,dev
MSP-IMPROV-S06H-F05-T-FM01,It has all been scheduled since Wednesday.,H,4.454545,2.454545,0,./data/RAW/MSP-Improv/Video/session5/S06H/T/MSP-IMPROV-S06H-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S06H/T/MSP-IMPROV-S06H-F05-T-FM01.wav,3.55355,session5,T,train
MSP-IMPROV-S12N-F05-T-FM01,Your dog is insane.,N,3.333333,3.5,0,./data/RAW/MSP-Improv/Video/session5/S12N/T/MSP-IMPROV-S12N-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S12N/T/MSP-IMPROV-S12N-F05-T-FM01.wav,2.55255,session5,T,train
MSP-IMPROV-S11S-M02-T-MF01,It is raining outside.,S,2.785714,3.785714,0,./data/RAW/MSP-Improv/Video/session2/S11S/T/MSP-IMPROV-S11S-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S11S/T/MSP-IMPROV-S11S-M02-T-MF01.wav,2.285616666666667,session2,T,train
MSP-IMPROV-S01S-F01-T-FM01,How can I not?,S,2.0,2.735294,0,./data/RAW/MSP-Improv/Video/session1/S01S/T/MSP-IMPROV-S01S-F01-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session1/S01S/T/MSP-IMPROV-S01S-F01-T-FM01.wav,1.3179833333333333,session1,T,train
MSP-IMPROV-S03N-F02-T-FM01,Ella Jorgensen made the pudding.,N,3.0,3.88,0,./data/RAW/MSP-Improv/Video/session2/S03N/T/MSP-IMPROV-S03N-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S03N/T/MSP-IMPROV-S03N-F02-T-FM01.wav,1.9185833333333333,session2,T,train
MSP-IMPROV-S07H-M03-T-MF01,I'm going shopping.,H,3.62963,3.888889,0,./data/RAW/MSP-Improv/Video/session3/S07H/T/MSP-IMPROV-S07H-M03-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session3/S07H/T/MSP-IMPROV-S07H-M03-T-MF01.wav,1.8685333333333332,session3,T,train
MSP-IMPROV-S09H-M02-T-MF01,"That's it, the meeting is finished.",H,4.190476,3.571429,0,./data/RAW/MSP-Improv/Video/session2/S09H/T/MSP-IMPROV-S09H-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S09H/T/MSP-IMPROV-S09H-M02-T-MF01.wav,3.1364666666666667,session2,T,train
MSP-IMPROV-S02N-F06-T-FM01,I'm quite sure that we will find some way or another.,N,3.5,3.423077,0,./data/RAW/MSP-Improv/Video/session6/S02N/T/MSP-IMPROV-S02N-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S02N/T/MSP-IMPROV-S02N-F06-T-FM01.wav,3.45345,session6,T,dev
MSP-IMPROV-S08S-F01-T-FM01,A preliminary study shows rats to be more inquisitive than once thought,S,2.258065,3.096774,0,./data/RAW/MSP-Improv/Video/session1/S08S/T/MSP-IMPROV-S08S-F01-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session1/S08S/T/MSP-IMPROV-S08S-F01-T-FM01.wav,4.85485,session1,T,train
MSP-IMPROV-S06S-F03-T-FM01,It has all been scheduled since Wednesday.,S,2.333333,3.592593,1,./data/RAW/MSP-Improv/Video/session3/S06S/T/MSP-IMPROV-S06S-F03-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session3/S06S/T/MSP-IMPROV-S06S-F03-T-FM01.wav,2.85285,session3,T,train
MSP-IMPROV-S03A-F06-T-FM01,Ellen Jorgensen made the pudding.,A,2.25,3.35,0,./data/RAW/MSP-Improv/Video/session6/S03A/T/MSP-IMPROV-S03A-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S03A/T/MSP-IMPROV-S03A-F06-T-FM01.wav,3.9205833333333335,session6,T,dev
MSP-IMPROV-S03H-M03-T-MF01,Ella Jorgensen made the pudding.,H,3.347826,3.73913,0,./data/RAW/MSP-Improv/Video/session3/S03H/T/MSP-IMPROV-S03H-M03-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session3/S03H/T/MSP-IMPROV-S03H-M03-T-MF01.wav,3.3867166666666666,session3,T,train
MSP-IMPROV-S07A-F02-T-FM01,I am going shopping.,A,3.384615,3.5,0,./data/RAW/MSP-Improv/Video/session2/S07A/T/MSP-IMPROV-S07A-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S07A/T/MSP-IMPROV-S07A-F02-T-FM01.wav,2.002,session2,T,train
MSP-IMPROV-S12N-M04-T-MF01,Your dog is insane.,N,2.454545,3.393939,1,./data/RAW/MSP-Improv/Video/session4/S12N/T/MSP-IMPROV-S12N-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S12N/T/MSP-IMPROV-S12N-M04-T-MF01.wav,2.318983333333333,session4,T,dev
MSP-IMPROV-S14A-M02-T-MF01,Your grandmother is on the phone. .,A,3.037037,3.777778,0,./data/RAW/MSP-Improv/Video/session2/S14A/T/MSP-IMPROV-S14A-M02-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session2/S14A/T/MSP-IMPROV-S14A-M02-T-MF01.wav,2.35235,session2,T,train
MSP-IMPROV-S03S-F01-T-FM01,Ella Jorgensen made the pudding.,S,1.9,2.766667,0,./data/RAW/MSP-Improv/Video/session1/S03S/T/MSP-IMPROV-S03S-F01-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session1/S03S/T/MSP-IMPROV-S03S-F01-T-FM01.wav,2.419083333333333,session1,T,train
MSP-IMPROV-S04A-M03-T-MF01,The floor was completely covered.,A,3.058824,3.529412,0,./data/RAW/MSP-Improv/Video/session3/S04A/T/MSP-IMPROV-S04A-M03-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session3/S04A/T/MSP-IMPROV-S04A-M03-T-MF01.wav,2.55255,session3,T,train
MSP-IMPROV-S04H-F05-T-FM01,The floor was completely covered.,H,4.030303,2.818182,0,./data/RAW/MSP-Improv/Video/session5/S04H/T/MSP-IMPROV-S04H-F05-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session5/S04H/T/MSP-IMPROV-S04H-F05-T-FM01.wav,3.95395,session5,T,train
MSP-IMPROV-S03S-M04-T-MF01,Ella Jorgenson made the pudding .,S,2.655172,3.551724,1,./data/RAW/MSP-Improv/Video/session4/S03S/T/MSP-IMPROV-S03S-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S03S/T/MSP-IMPROV-S03S-M04-T-MF01.wav,2.7527500000000003,session4,T,dev
MSP-IMPROV-S06S-M01-T-MF01,It's all been scheduled since Wednesday.Okay.,S,2.208333,3.5,1,./data/RAW/MSP-Improv/Video/session1/S06S/T/MSP-IMPROV-S06S-M01-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session1/S06S/T/MSP-IMPROV-S06S-M01-T-MF01.wav,3.0530500000000003,session1,T,train
MSP-IMPROV-S02S-F02-T-FM01,I'm quite sure that we will find some way or another,S,2.352941,3.705882,1,./data/RAW/MSP-Improv/Video/session2/S02S/T/MSP-IMPROV-S02S-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S02S/T/MSP-IMPROV-S02S-F02-T-FM01.wav,3.0864166666666666,session2,T,train
MSP-IMPROV-S09S-F06-T-FM01,That's it. The meeting is finished.,S,1.96875,3.625,1,./data/RAW/MSP-Improv/Video/session6/S09S/T/MSP-IMPROV-S09S-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S09S/T/MSP-IMPROV-S09S-F06-T-FM01.wav,2.619283333333333,session6,T,dev
MSP-IMPROV-S02N-M04-T-MF01,I'm quite sure that we will find some way or another.,N,3.28,3.56,0,./data/RAW/MSP-Improv/Video/session4/S02N/T/MSP-IMPROV-S02N-M04-T-MF01.avi,./data/RAW/MSP-Improv/Audio/session4/S02N/T/MSP-IMPROV-S02N-M04-T-MF01.wav,3.45345,session4,T,dev
MSP-IMPROV-S02N-F04-T-FM01,I'm quite sure that we'll find some way or another.,N,3.625,3.541667,0,./data/RAW/MSP-Improv/Video/session4/S02N/T/MSP-IMPROV-S02N-F04-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session4/S02N/T/MSP-IMPROV-S02N-F04-T-FM01.wav,2.4858166666666666,session4,T,dev
MSP-IMPROV-S14N-F02-T-FM01,Your grandmother is on the phone.,N,3.071429,3.714286,0,./data/RAW/MSP-Improv/Video/session2/S14N/T/MSP-IMPROV-S14N-F02-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session2/S14N/T/MSP-IMPROV-S14N-F02-T-FM01.wav,2.9362666666666666,session2,T,train
MSP-IMPROV-S13N-F06-T-FM01,She told me what you did.Okay.,N,2.878788,3.484848,0,./data/RAW/MSP-Improv/Video/session6/S13N/T/MSP-IMPROV-S13N-F06-T-FM01.avi,./data/RAW/MSP-Improv/Audio/session6/S13N/T/MSP-IMPROV-S13N-F06-T-FM01.wav,1.95195,session6,T,dev
